study_name,category,center,code,country,creationDate,ctmsAction,ctmsId,description,dimension,entity_identifiers,id,location,metadataDate1,metadataDate2,metadataString1,metadataString2,metadataString3,signal,status,title,updatedDate
ILMS-SIGNALS-238,"{0, Default}",site-016,ACT-19517,GBR,2026-01-11T17:36:50+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-016],6963dfb2153a502d070da01b,site-016,,,,,,"{null, Site-wide, Critical Data, SIG-50381, Lorem Ipsum Dolor Sit Amet, [site-016], 6963dfb1153a502d070da01a, None, open, Signal 65}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:50+00:00
ILMS-SIGNALS-238,"{0, Default}",site-069,ACT-19518,GBR,2026-01-11T17:36:50+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-069],6963dfb2153a502d070da01d,site-069,,,,,,"{null, Site-wide, Critical Data, SIG-50382, Lorem Ipsum Dolor Sit Amet, [site-069], 6963dfb2153a502d070da01c, None, open, Signal 66}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:50+00:00
ILMS-SIGNALS-238,"{0, Default}",site-080,ACT-19519,GBR,2026-01-11T17:36:51+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-080],6963dfb3153a502d070da01f,site-080,,,,,,"{null, Site-wide, Critical Data, SIG-50383, Lorem Ipsum Dolor Sit Amet, [site-080], 6963dfb2153a502d070da01e, None, open, Signal 67}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:51+00:00
ILMS-SIGNALS-238,"{0, Default}",site-086,ACT-19520,USA,2026-01-11T17:36:51+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-086],6963dfb3153a502d070da021,site-086,,,,,,"{null, Site-wide, Critical Data, SIG-50384, Lorem Ipsum Dolor Sit Amet, [site-086], 6963dfb3153a502d070da020, None, open, Signal 68}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:51+00:00
ILMS-SIGNALS-238,"{0, Default}",site-039,ACT-19521,COL,2026-01-11T17:36:52+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-039],6963dfb4153a502d070da023,site-039,,,,,,"{null, Site-wide, Critical Data, SIG-50385, Lorem Ipsum Dolor Sit Amet, [site-039], 6963dfb4153a502d070da022, None, open, Signal 69}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:52+00:00
ILMS-SIGNALS-238,"{0, Default}",site-051,ACT-19522,KOR,2026-01-11T17:36:52+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-051],6963dfb4153a502d070da025,site-051,,,,,,"{null, Site-wide, Critical Data, SIG-50386, Lorem Ipsum Dolor Sit Amet, [site-051], 6963dfb4153a502d070da024, None, open, Signal 70}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:52+00:00
ILMS-SIGNALS-238,"{0, Default}",site-059,ACT-19523,CAN,2026-01-11T17:36:53+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-059],6963dfb5153a502d070da027,site-059,,,,,,"{null, Site-wide, Critical Data, SIG-50387, Lorem Ipsum Dolor Sit Amet, [site-059], 6963dfb5153a502d070da026, None, open, Signal 71}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:53+00:00
ILMS-SIGNALS-238,"{0, Default}",site-027,ACT-19524,USA,2026-01-11T17:36:54+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-027],6963dfb6153a502d070da029,site-027,,,,,,"{null, Site-wide, Critical Data, SIG-50388, Lorem Ipsum Dolor Sit Amet, [site-027], 6963dfb5153a502d070da028, None, open, Signal 72}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:54+00:00
ILMS-SIGNALS-238,"{0, Default}",site-062,ACT-19525,POL,2026-01-11T17:36:54+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-062],6963dfb6153a502d070da02b,site-062,,,,,,"{null, Site-wide, Critical Data, SIG-50389, Lorem Ipsum Dolor Sit Amet, [site-062], 6963dfb6153a502d070da02a, None, open, Signal 73}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:54+00:00
ILMS-SIGNALS-238,"{0, Default}",site-129,ACT-19526,TWN,2026-01-11T17:36:55+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-129],6963dfb7153a502d070da02d,site-129,,,,,,"{null, Site-wide, Critical Data, SIG-50390, Lorem Ipsum Dolor Sit Amet, [site-129], 6963dfb6153a502d070da02c, None, open, Signal 74}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:55+00:00
ILMS-SIGNALS-238,"{0, Default}",site-088,ACT-19527,COL,2026-01-11T17:36:55+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-088],6963dfb7153a502d070da02f,site-088,,,,,,"{null, Site-wide, Critical Data, SIG-50391, Lorem Ipsum Dolor Sit Amet, [site-088], 6963dfb7153a502d070da02e, None, open, Signal 75}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:55+00:00
ILMS-SIGNALS-238,"{0, Default}",site-117,ACT-19528,GBR,2026-01-11T17:36:56+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-117],6963dfb8153a502d070da031,site-117,,,,,,"{null, Site-wide, Critical Data, SIG-50392, Lorem Ipsum Dolor Sit Amet, [site-117], 6963dfb7153a502d070da030, None, open, Signal 76}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:56+00:00
ILMS-SIGNALS-238,"{0, Default}",site-045,ACT-19529,AUS,2026-01-11T17:36:56+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-045],6963dfb8153a502d070da033,site-045,,,,,,"{null, Site-wide, Critical Data, SIG-50393, Lorem Ipsum Dolor Sit Amet, [site-045], 6963dfb8153a502d070da032, None, open, Signal 77}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:56+00:00
ILMS-SIGNALS-238,"{0, Default}",site-064,ACT-19530,ARG,2026-01-11T17:36:57+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-064],6963dfb9153a502d070da035,site-064,,,,,,"{null, Site-wide, Critical Data, SIG-50394, Lorem Ipsum Dolor Sit Amet, [site-064], 6963dfb8153a502d070da034, None, open, Signal 78}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:57+00:00
ILMS-SIGNALS-238,"{0, Default}",site-121,ACT-19531,UKR,2026-01-11T17:36:57+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-121],6963dfb9153a502d070da037,site-121,,,,,,"{null, Site-wide, Critical Data, SIG-50395, Lorem Ipsum Dolor Sit Amet, [site-121], 6963dfb9153a502d070da036, None, open, Signal 79}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:57+00:00
ILMS-SIGNALS-238,"{0, Default}",site-074,ACT-19532,TUR,2026-01-11T17:36:58+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-074],6963dfba153a502d070da039,site-074,,,,,,"{null, Site-wide, Critical Data, SIG-50396, Lorem Ipsum Dolor Sit Amet, [site-074], 6963dfb9153a502d070da038, None, open, Signal 80}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:58+00:00
ILMS-SIGNALS-238,"{0, Default}",site-045,ACT-19533,AUS,2026-01-11T17:36:58+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-045],6963dfba153a502d070da03b,site-045,,,,,,"{null, Site-wide, Critical Data, SIG-50397, Lorem Ipsum Dolor Sit Amet, [site-045], 6963dfba153a502d070da03a, None, open, Signal 81}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:58+00:00
ILMS-SIGNALS-238,"{0, Default}",site-106,ACT-19534,TWN,2026-01-11T17:36:59+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-106],6963dfbb153a502d070da03d,site-106,,,,,,"{null, Site-wide, Critical Data, SIG-50398, Lorem Ipsum Dolor Sit Amet, [site-106], 6963dfba153a502d070da03c, None, open, Signal 82}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:36:59+00:00
ILMS-SIGNALS-238,"{0, Default}",site-138,ACT-19535,AUS,2026-01-11T17:37:00+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-138],6963dfbc153a502d070da03f,site-138,,,,,,"{null, Site-wide, Critical Data, SIG-50399, Lorem Ipsum Dolor Sit Amet, [site-138], 6963dfbb153a502d070da03e, None, open, Signal 83}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:00+00:00
ILMS-SIGNALS-238,"{0, Default}",site-002,ACT-19536,RUS,2026-01-11T17:37:00+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-002],6963dfbc153a502d070da041,site-002,,,,,,"{null, Site-wide, Critical Data, SIG-50400, Lorem Ipsum Dolor Sit Amet, [site-002], 6963dfbc153a502d070da040, None, open, Signal 84}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:00+00:00
ILMS-SIGNALS-238,"{0, Default}",site-064,ACT-19537,ARG,2026-01-11T17:37:01+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-064],6963dfbd153a502d070da043,site-064,,,,,,"{null, Site-wide, Critical Data, SIG-50401, Lorem Ipsum Dolor Sit Amet, [site-064], 6963dfbc153a502d070da042, None, open, Signal 85}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:01+00:00
ILMS-SIGNALS-238,"{0, Default}",site-142,ACT-19538,JPN,2026-01-11T17:37:01+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-142],6963dfbd153a502d070da045,site-142,,,,,,"{null, Site-wide, Critical Data, SIG-50402, Lorem Ipsum Dolor Sit Amet, [site-142], 6963dfbd153a502d070da044, None, open, Signal 86}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:01+00:00
ILMS-SIGNALS-238,"{0, Default}",site-057,ACT-19539,ITA,2026-01-11T17:37:02+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-057],6963dfbe153a502d070da047,site-057,,,,,,"{null, Site-wide, Critical Data, SIG-50403, Lorem Ipsum Dolor Sit Amet, [site-057], 6963dfbd153a502d070da046, None, open, Signal 87}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:02+00:00
ILMS-SIGNALS-238,"{0, Default}",site-105,ACT-19540,COL,2026-01-11T17:37:02+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-105],6963dfbe153a502d070da049,site-105,,,,,,"{null, Site-wide, Critical Data, SIG-50404, Lorem Ipsum Dolor Sit Amet, [site-105], 6963dfbe153a502d070da048, None, open, Signal 88}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:02+00:00
ILMS-SIGNALS-238,"{0, Default}",site-070,ACT-19541,RUS,2026-01-11T17:37:03+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-070],6963dfbf153a502d070da04b,site-070,,,,,,"{null, Site-wide, Critical Data, SIG-50405, Lorem Ipsum Dolor Sit Amet, [site-070], 6963dfbe153a502d070da04a, None, open, Signal 89}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:03+00:00
ILMS-SIGNALS-238,"{0, Default}",site-086,ACT-19542,USA,2026-01-11T17:37:03+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-086],6963dfbf153a502d070da04d,site-086,,,,,,"{null, Site-wide, Critical Data, SIG-50406, Lorem Ipsum Dolor Sit Amet, [site-086], 6963dfbf153a502d070da04c, None, open, Signal 90}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:03+00:00
ILMS-SIGNALS-238,"{0, Default}",site-118,ACT-19543,JPN,2026-01-11T17:37:04+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-118],6963dfc0153a502d070da04f,site-118,,,,,,"{null, Site-wide, Critical Data, SIG-50407, Lorem Ipsum Dolor Sit Amet, [site-118], 6963dfbf153a502d070da04e, None, open, Signal 91}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:04+00:00
ILMS-SIGNALS-238,"{0, Default}",site-036,ACT-19544,COL,2026-01-11T17:37:04+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-036],6963dfc0153a502d070da051,site-036,,,,,,"{null, Site-wide, Critical Data, SIG-50408, Lorem Ipsum Dolor Sit Amet, [site-036], 6963dfc0153a502d070da050, None, open, Signal 92}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:04+00:00
ILMS-SIGNALS-238,"{0, Default}",site-105,ACT-19545,COL,2026-01-11T17:37:05+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-105],6963dfc1153a502d070da053,site-105,,,,,,"{null, Site-wide, Critical Data, SIG-50409, Lorem Ipsum Dolor Sit Amet, [site-105], 6963dfc1153a502d070da052, None, open, Signal 93}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:05+00:00
ILMS-SIGNALS-238,"{0, Default}",site-049,ACT-19546,POL,2026-01-11T17:37:05+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-049],6963dfc1153a502d070da055,site-049,,,,,,"{null, Site-wide, Critical Data, SIG-50410, Lorem Ipsum Dolor Sit Amet, [site-049], 6963dfc1153a502d070da054, None, open, Signal 94}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:05+00:00
ILMS-SIGNALS-238,"{0, Default}",site-117,ACT-19547,GBR,2026-01-11T17:37:06+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-117],6963dfc2153a502d070da057,site-117,,,,,,"{null, Site-wide, Critical Data, SIG-50411, Lorem Ipsum Dolor Sit Amet, [site-117], 6963dfc2153a502d070da056, None, open, Signal 95}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:06+00:00
ILMS-SIGNALS-238,"{0, Default}",site-102,ACT-19548,COL,2026-01-11T17:37:07+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-102],6963dfc3153a502d070da059,site-102,,,,,,"{null, Site-wide, Critical Data, SIG-50412, Lorem Ipsum Dolor Sit Amet, [site-102], 6963dfc2153a502d070da058, None, open, Signal 96}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:07+00:00
ILMS-SIGNALS-238,"{0, Default}",site-069,ACT-19549,GBR,2026-01-11T17:37:07+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-069],6963dfc3153a502d070da05b,site-069,,,,,,"{null, Site-wide, Critical Data, SIG-50413, Lorem Ipsum Dolor Sit Amet, [site-069], 6963dfc3153a502d070da05a, None, open, Signal 97}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:07+00:00
ILMS-SIGNALS-238,"{0, Default}",site-108,ACT-19550,KOR,2026-01-11T17:37:08+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-108],6963dfc4153a502d070da05d,site-108,,,,,,"{null, Site-wide, Critical Data, SIG-50414, Lorem Ipsum Dolor Sit Amet, [site-108], 6963dfc3153a502d070da05c, None, open, Signal 98}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:08+00:00
ILMS-SIGNALS-238,"{0, Default}",site-018,ACT-19551,CAN,2026-01-11T17:37:08+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-018],6963dfc4153a502d070da05f,site-018,,,,,,"{null, Site-wide, Critical Data, SIG-50415, Lorem Ipsum Dolor Sit Amet, [site-018], 6963dfc4153a502d070da05e, None, open, Signal 99}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:08+00:00
ILMS-SIGNALS-238,"{0, Default}",site-059,ACT-19552,CAN,2026-01-11T17:37:09+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-059],6963dfc5153a502d070da061,site-059,,,,,,"{null, Site-wide, Critical Data, SIG-50416, Lorem Ipsum Dolor Sit Amet, [site-059], 6963dfc4153a502d070da060, None, open, Signal 100}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:09+00:00
ILMS-SIGNALS-238,"{0, Default}",site-040,ACT-19553,TWN,2026-01-11T17:37:09+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-040],6963dfc5153a502d070da063,site-040,,,,,,"{null, Site-wide, Critical Data, SIG-50417, Lorem Ipsum Dolor Sit Amet, [site-040], 6963dfc5153a502d070da062, None, open, Signal 101}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:09+00:00
ILMS-SIGNALS-238,"{0, Default}",site-111,ACT-19554,JPN,2026-01-11T17:37:10+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-111],6963dfc6153a502d070da065,site-111,,,,,,"{null, Site-wide, Critical Data, SIG-50418, Lorem Ipsum Dolor Sit Amet, [site-111], 6963dfc5153a502d070da064, None, open, Signal 102}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:10+00:00
ILMS-SIGNALS-238,"{0, Default}",site-043,ACT-19555,COL,2026-01-11T17:37:10+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-043],6963dfc6153a502d070da067,site-043,,,,,,"{null, Site-wide, Critical Data, SIG-50419, Lorem Ipsum Dolor Sit Amet, [site-043], 6963dfc6153a502d070da066, None, open, Signal 103}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:10+00:00
ILMS-SIGNALS-238,"{0, Default}",site-006,ACT-19556,ARG,2026-01-11T17:37:11+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-006],6963dfc7153a502d070da069,site-006,,,,,,"{null, Site-wide, Critical Data, SIG-50420, Lorem Ipsum Dolor Sit Amet, [site-006], 6963dfc6153a502d070da068, None, open, Signal 104}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:11+00:00
ILMS-SIGNALS-238,"{0, Default}",site-022,ACT-19557,TWN,2026-01-11T17:37:11+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-022],6963dfc7153a502d070da06b,site-022,,,,,,"{null, Site-wide, Critical Data, SIG-50421, Lorem Ipsum Dolor Sit Amet, [site-022], 6963dfc7153a502d070da06a, None, open, Signal 105}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:11+00:00
ILMS-SIGNALS-238,"{0, Default}",site-026,ACT-19558,KOR,2026-01-11T17:37:12+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-026],6963dfc8153a502d070da06d,site-026,,,,,,"{null, Site-wide, Critical Data, SIG-50422, Lorem Ipsum Dolor Sit Amet, [site-026], 6963dfc7153a502d070da06c, None, open, Signal 106}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:12+00:00
ILMS-SIGNALS-238,"{0, Default}",site-106,ACT-19559,TWN,2026-01-11T17:37:12+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-106],6963dfc8153a502d070da06f,site-106,,,,,,"{null, Site-wide, Critical Data, SIG-50423, Lorem Ipsum Dolor Sit Amet, [site-106], 6963dfc8153a502d070da06e, None, open, Signal 107}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:12+00:00
ILMS-SIGNALS-238,"{0, Default}",site-134,ACT-19560,TWN,2026-01-11T17:37:13+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-134],6963dfc9153a502d070da071,site-134,,,,,,"{null, Site-wide, Critical Data, SIG-50424, Lorem Ipsum Dolor Sit Amet, [site-134], 6963dfc8153a502d070da070, None, open, Signal 108}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:13+00:00
ILMS-SIGNALS-238,"{0, Default}",site-073,ACT-19561,COL,2026-01-11T17:37:13+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-073],6963dfc9153a502d070da073,site-073,,,,,,"{null, Site-wide, Critical Data, SIG-50425, Lorem Ipsum Dolor Sit Amet, [site-073], 6963dfc9153a502d070da072, None, open, Signal 109}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:13+00:00
ILMS-SIGNALS-238,"{0, Default}",site-036,ACT-19562,COL,2026-01-11T17:37:14+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-036],6963dfca153a502d070da075,site-036,,,,,,"{null, Site-wide, Critical Data, SIG-50426, Lorem Ipsum Dolor Sit Amet, [site-036], 6963dfc9153a502d070da074, None, open, Signal 110}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:14+00:00
ILMS-SIGNALS-238,"{0, Default}",site-004,ACT-19563,CAN,2026-01-11T17:37:14+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-004],6963dfca153a502d070da077,site-004,,,,,,"{null, Site-wide, Critical Data, SIG-50427, Lorem Ipsum Dolor Sit Amet, [site-004], 6963dfca153a502d070da076, None, open, Signal 111}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:14+00:00
ILMS-SIGNALS-238,"{0, Default}",site-133,ACT-19564,COL,2026-01-11T17:37:15+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-133],6963dfcb153a502d070da079,site-133,,,,,,"{null, Site-wide, Critical Data, SIG-50428, Lorem Ipsum Dolor Sit Amet, [site-133], 6963dfcb153a502d070da078, None, open, Signal 112}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:15+00:00
ILMS-SIGNALS-238,"{0, Default}",site-137,ACT-19565,DEU,2026-01-11T17:37:15+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-137],6963dfcb153a502d070da07b,site-137,,,,,,"{null, Site-wide, Critical Data, SIG-50429, Lorem Ipsum Dolor Sit Amet, [site-137], 6963dfcb153a502d070da07a, None, open, Signal 113}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:15+00:00
ILMS-SIGNALS-238,"{0, Default}",site-087,ACT-19566,CAN,2026-01-11T17:37:16+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-087],6963dfcc153a502d070da07d,site-087,,,,,,"{null, Site-wide, Critical Data, SIG-50430, Lorem Ipsum Dolor Sit Amet, [site-087], 6963dfcc153a502d070da07c, None, open, Signal 114}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:16+00:00
ILMS-SIGNALS-238,"{0, Default}",site-136,ACT-19567,KOR,2026-01-11T17:37:17+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-136],6963dfcd153a502d070da07f,site-136,,,,,,"{null, Site-wide, Critical Data, SIG-50431, Lorem Ipsum Dolor Sit Amet, [site-136], 6963dfcc153a502d070da07e, None, open, Signal 115}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:17+00:00
ILMS-SIGNALS-238,"{0, Default}",site-026,ACT-19568,KOR,2026-01-11T17:37:17+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-026],6963dfcd153a502d070da081,site-026,,,,,,"{null, Site-wide, Critical Data, SIG-50432, Lorem Ipsum Dolor Sit Amet, [site-026], 6963dfcd153a502d070da080, None, open, Signal 116}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:17+00:00
ILMS-SIGNALS-238,"{0, Default}",site-054,ACT-19569,JPN,2026-01-11T17:37:18+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-054],6963dfce153a502d070da083,site-054,,,,,,"{null, Site-wide, Critical Data, SIG-50433, Lorem Ipsum Dolor Sit Amet, [site-054], 6963dfcd153a502d070da082, None, open, Signal 117}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:18+00:00
ILMS-SIGNALS-238,"{0, Default}",site-070,ACT-19570,RUS,2026-01-11T17:37:18+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-070],6963dfce153a502d070da085,site-070,,,,,,"{null, Site-wide, Critical Data, SIG-50434, Lorem Ipsum Dolor Sit Amet, [site-070], 6963dfce153a502d070da084, None, open, Signal 118}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:18+00:00
ILMS-SIGNALS-238,"{0, Default}",site-072,ACT-19571,GBR,2026-01-11T17:37:19+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-072],6963dfcf153a502d070da087,site-072,,,,,,"{null, Site-wide, Critical Data, SIG-50435, Lorem Ipsum Dolor Sit Amet, [site-072], 6963dfce153a502d070da086, None, open, Signal 119}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:19+00:00
ILMS-SIGNALS-238,"{0, Default}",site-059,ACT-19572,CAN,2026-01-11T17:37:19+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-059],6963dfcf153a502d070da089,site-059,,,,,,"{null, Site-wide, Critical Data, SIG-50436, Lorem Ipsum Dolor Sit Amet, [site-059], 6963dfcf153a502d070da088, None, open, Signal 120}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:19+00:00
ILMS-SIGNALS-238,"{0, Default}",site-042,ACT-19573,DEU,2026-01-11T17:37:20+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-042],6963dfd0153a502d070da08b,site-042,,,,,,"{null, Site-wide, Critical Data, SIG-50437, Lorem Ipsum Dolor Sit Amet, [site-042], 6963dfcf153a502d070da08a, None, open, Signal 121}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:20+00:00
ILMS-SIGNALS-238,"{0, Default}",site-120,ACT-19574,TWN,2026-01-11T17:37:20+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-120],6963dfd0153a502d070da08d,site-120,,,,,,"{null, Site-wide, Critical Data, SIG-50438, Lorem Ipsum Dolor Sit Amet, [site-120], 6963dfd0153a502d070da08c, None, open, Signal 122}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:20+00:00
ILMS-SIGNALS-238,"{0, Default}",site-058,ACT-19575,COL,2026-01-11T17:37:21+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-058],6963dfd1153a502d070da08f,site-058,,,,,,"{null, Site-wide, Critical Data, SIG-50439, Lorem Ipsum Dolor Sit Amet, [site-058], 6963dfd0153a502d070da08e, None, open, Signal 123}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:21+00:00
ILMS-SIGNALS-238,"{0, Default}",site-039,ACT-19576,COL,2026-01-11T17:37:21+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-039],6963dfd1153a502d070da091,site-039,,,,,,"{null, Site-wide, Critical Data, SIG-50440, Lorem Ipsum Dolor Sit Amet, [site-039], 6963dfd1153a502d070da090, None, open, Signal 124}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:21+00:00
ILMS-SIGNALS-238,"{0, Default}",site-004,ACT-19577,CAN,2026-01-11T17:37:22+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-004],6963dfd2153a502d070da093,site-004,,,,,,"{null, Site-wide, Critical Data, SIG-50441, Lorem Ipsum Dolor Sit Amet, [site-004], 6963dfd1153a502d070da092, None, open, Signal 125}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:22+00:00
ILMS-SIGNALS-238,"{0, Default}",site-118,ACT-19578,JPN,2026-01-11T17:37:22+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-118],6963dfd2153a502d070da095,site-118,,,,,,"{null, Site-wide, Critical Data, SIG-50442, Lorem Ipsum Dolor Sit Amet, [site-118], 6963dfd2153a502d070da094, None, open, Signal 126}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:22+00:00
ILMS-SIGNALS-238,"{0, Default}",site-029,ACT-19579,ESP,2026-01-11T17:37:23+00:00,False,,Verify if the physician copy the previous measurements for the vital signs.,center,[site-029],6963dfd3153a502d070da097,site-029,,,,,,"{null, Site-wide, Critical Data, SIG-50443, Lorem Ipsum Dolor Sit Amet, [site-029], 6963dfd3153a502d070da096, None, open, Signal 127}",new,Verify if physical examination is well performed at each visit,2026-01-11T17:37:23+00:00
