STUDY_NAME,STUDY_STATUS,SNAPSHOT_ID,SNAPSHOT_NAME,SNAPSHOT_DATE,ANALYSIS_NAME,KRI_CATEGORY,KRI_GROUPING_TYPE,KRI_LABEL,KRI_CODE,KRI_DISABLED,KRI_DESCRIPTION,LOCATION,COUNTRY,N_PATIENTS,LOCATION_SCORE,SCORE,EXPECTED,OBSERVED,RELATIVE_SCORE_THRESHOLDS_BELOW_HIGH,RELATIVE_SCORE_THRESHOLDS_BELOW_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_HIGH
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",061,Belgium,1,0.0,,0.010543,,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",062,Norway,3,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",063,Mexico,2,1.0,2.35394,0.010543,0.333333,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",064,Island,5,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",065,Norway,1,0.0,,0.010543,,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",067,Greece,1,0.0,,0.010543,,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",068,France,7,0.0,,0.010543,,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",069,China,11,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",070,China,7,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",071,Uruguay,7,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",072,Island,5,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",073,Island,1,0.0,,0.010543,,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",074,China,5,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",075,Norway,6,0.0,0.364617,0.010543,0.0138889,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",076,Mexico,2,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",077,France,10,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",078,Uruguay,8,0.0,0.93187,0.010543,0.0465116,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",079,Uruguay,2,0.0,1.06495,0.010543,0.125,,,1.3,2.0,,,,
TRN_BMS_Jay,ACTIVE,67bdee4fb49476df387e51f6,2018-09-01 DQA and KRI,2025-02-25,KRI by Center,Compliance,center,Missed Physical Examination Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",080,Turkey,11,0.0,0.0,0.010543,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,001,Norway,5,0.5,0.0,0.0796569,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",001,Norway,5,0.5,0.980335,0.0204849,0.0833333,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",001,Norway,5,0.5,0.0,0.0115311,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",001,Norway,5,0.5,0.0,0.011424,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,001,Norway,5,0.5,1.96497,0.940164,3.94737,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,001,Norway,5,0.5,0.0,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,001,Norway,5,0.5,0.849889,0.0548199,0.166667,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,001,Norway,5,0.5,-0.253284,0.626807,0.6,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,002,Uruguay,2,0.0,,0.0796569,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",002,Uruguay,2,0.0,0.0,0.0204849,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",002,Uruguay,2,0.0,0.0,0.0115311,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",002,Uruguay,2,0.0,,0.011424,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,002,Uruguay,2,0.0,-0.291429,0.940164,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,002,Uruguay,2,0.0,0.0,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,002,Uruguay,2,0.0,0.0,0.0548199,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,002,Uruguay,2,0.0,,0.626807,0.5,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,003,China,5,0.0,0.267658,0.0796569,0.1,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",003,China,5,0.0,0.0,0.0204849,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",003,China,5,0.0,0.0,0.0115311,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",003,China,5,0.0,0.0,0.011424,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,003,China,5,0.0,-0.669172,0.940164,0.116667,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,003,China,5,0.0,-0.055819,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,003,China,5,0.0,-0.888025,0.0548199,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,003,China,5,0.0,-0.470517,0.626807,0.4,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,004,Norway,1,0.0,0.788815,0.0796569,0.5,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",004,Norway,1,0.0,0.0,0.0204849,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",004,Norway,1,0.0,0.528771,0.0115311,0.0322581,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",004,Norway,1,0.0,0.790501,0.011424,0.0666667,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,004,Norway,1,0.0,1.20195,0.940164,2.70588,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,004,Norway,1,0.0,0.194507,0.0293932,0.0588235,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,004,Norway,1,0.0,0.251362,0.0548199,0.0666667,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,004,Norway,1,0.0,,0.626807,,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,005,France,1,0.0,0.0,0.0796569,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",005,France,1,0.0,0.609676,0.0204849,0.0714286,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",005,France,1,0.0,0.618787,0.0115311,0.0434783,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",005,France,1,0.0,0.0,0.011424,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,005,France,1,0.0,0.323839,0.940164,1.23077,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,005,France,1,0.0,0.0,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,005,France,1,0.0,0.344052,0.0548199,0.0909091,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,005,France,1,0.0,,0.626807,,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,006,France,9,0.0,,0.0796569,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",006,France,9,0.0,,0.0204849,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",006,France,9,0.0,,0.0115311,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",006,France,9,0.0,,0.011424,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,006,France,9,0.0,-0.751367,0.940164,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,006,France,9,0.0,0.0,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,006,France,9,0.0,,0.0548199,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,006,France,9,0.0,0.0,0.626807,1.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,007,Germany,2,0.0,,0.0796569,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",007,Germany,2,0.0,,0.0204849,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",007,Germany,2,0.0,,0.0115311,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",007,Germany,2,0.0,,0.011424,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,007,Germany,2,0.0,-0.155369,0.940164,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,007,Germany,2,0.0,0.0,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,007,Germany,2,0.0,,0.0548199,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,007,Germany,2,0.0,,0.626807,1.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,008,Germany,8,0.5,0.0,0.0796569,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",008,Germany,8,0.5,0.0,0.0204849,0.0,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",008,Germany,8,0.5,1.35806,0.0115311,0.0833333,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",008,Germany,8,0.5,0.742766,0.011424,0.0588235,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,008,Germany,8,0.5,-0.323522,0.940164,0.24,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Serious AE Rate,SAERATE,N,Rate of serious AEs per patient visit,008,Germany,8,0.5,0.0,0.0293932,0.0,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Early Termination Rate,ETRATE,N,Rate of early-terminated patients per patient visit,008,Germany,8,0.5,0.217377,0.0548199,0.0588235,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Enrollment,center,Screen Failure Rate,SFRATE,N,Proportion of screen-failed patients to total screened patients,008,Germany,8,0.5,0.143935,0.626807,0.75,-2.0,-1.3,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Off-Schedule Visit Rate,OSVRATE,N,Rate of patient visits conducted outside of allowable schedule,009,Portugal,6,0.0,,0.0796569,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Visit Rate,MVRATE,N,"Proportion of expected patient visits that were not conducted; i.e., ""missed""",009,Portugal,6,0.0,,0.0204849,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Assessment Rate,MARATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for identified assessments of interest)",009,Portugal,6,0.0,,0.0115311,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Compliance,center,Missed Physical Exam Rate,MPERATE,N,"Proportion of expected patient assessments that were not conducted; i.e., ""missed"" (for Physical exams)",009,Portugal,6,0.0,,0.011424,,,,1.3,2.0,,,,
TRN_BMS_Lynn,ACTIVE,67d039d904f41d686da2c1c2,2025-03-11,2025-03-11,Center KRI,Safety,center,Non-Serious AE Rate,AERATE,N,Rate of non-serious AEs per patient visit,009,Portugal,6,0.0,-0.568546,0.940164,0.0,-2.0,-1.3,1.3,2.0,,,,
